time(sec), throughput(req/sec), avg_lat(ms), min_lat(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms), 90th_lat(ms), 95th_lat(ms), 99th_lat(ms), max_lat(ms), tp (req/s) scaled,,time(sec), throughput(req/sec) 5, avg_lat(ms) 5,, throughput(req/sec) 6, avg_lat(ms) 6
2220,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2225,14.6,1087.507,1000.701,1042.693,1059.568,1100.855,1209.03,1209.124,1209.827,1209.827,0.001,,,,,,,
2230,433.4,1154.399,999.577,1016.506,1017.115,1017.767,1025.34,1048.565,1092.072,19483.663,0.001,,,,,,,
2235,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2240,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2245,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2250,463.8,1027.661,999.473,1016.45,1017.111,1017.941,1049.533,1076.252,1234.453,1302.27,0.001,,,,,,,
2255,592,1136.219,999.283,1016.39,1016.942,1017.563,1025.662,1058.311,1550.945,22166.624,0.001,,,,,,,
2260,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2265,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2270,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2275,1.4,2493.13,2493.111,2493.112,2493.114,2493.14,2493.198,2493.198,2493.198,2493.198,0,,,,,,,
2280,17,1833.796,1000.361,1800.895,1902.244,2083.912,2106.268,2108.603,2108.962,2108.962,0.001,,,,,,,
2285,18.4,1900.664,1000.797,1859.131,1917.334,2075.805,2125.865,2151.204,2151.264,2151.264,0.001,,,,,,,
2290,16.2,1996.712,1000.122,1966.632,2125.636,2167.345,2268.294,2268.309,2268.379,2268.379,0.001,,,,,,,
2295,131,1105.621,999.575,1016.401,1017.037,1025.516,1201.269,1945.162,2028.93,2100.685,0.001,,,,,,,
2300,321.4,1049.848,999.327,1016.233,1017.059,1017.793,1034.533,1125.58,1334.129,3327.05,0.001,,,,,,,
2305,618,1025.284,999.437,1016.397,1016.988,1017.805,1026.911,1074.355,1192.497,1476.292,0.001,,,,,,,
2310,654,1024.041,999.569,1016.283,1016.998,1017.694,1026.705,1083.071,1124.477,1443.543,0.001,,,,,,,
2315,345.2,1200.562,999.387,1016.293,1016.967,1017.55,1025.315,1028.592,1101.46,20872.656,0.001,,,,,,,
2320,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2325,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2330,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2335,12,2050.182,1000.419,1817.378,1990.974,2533.845,2759.56,2759.587,2759.595,2759.595,0,,,,,,,
2340,18,1922.661,999.577,1884.344,2016.492,2141.395,2266.831,2266.893,2267.98,2267.98,0.001,,,,,,,
2345,422,1031.582,999.33,1016.195,1016.803,1017.399,1025.071,1050.116,1933.736,2034.727,0.001,,,,,,,
2350,131.6,1429.654,999.468,1016.173,1016.709,1017.333,1019.483,1034.028,18000.802,18060.22,0.001,,,,,,,
2355,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2360,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2365,376.2,1018.949,999.73,1016.231,1016.851,1017.458,1025.109,1033.838,1084.203,1142.924,0.001,,,,,,,
2370,271.4,1107.344,999.526,1016.275,1016.761,1017.552,1024.789,1050.268,8558.009,8566.38,0.001,,,,,,,
2375,35.8,1082.353,999.506,1057.628,1084.626,1124.775,1125.814,1149.804,1167.198,1167.256,0.001,,,,,,,
2380,651.2,1023.798,997.827,1016.206,1016.795,1017.391,1024.763,1029.552,1112.394,2085.19,0.001,,,,,,,
2385,866,1018.082,996.041,1016.239,1016.845,1017.517,1025.23,1027.32,1083.08,1093.372,0.001,,,,,,,
2390,816.8,1019.146,998.433,1016.164,1016.766,1017.5,1025.195,1032.897,1100.157,1251.793,0.001,,,,,,,
2395,860.8,1018.225,999.083,1016.217,1016.842,1017.471,1024.795,1026.463,1091.286,1166.3,0.001,,,,,,,
2400,851,1018.454,996.011,1016.135,1016.743,1017.39,1025.01,1033.505,1092.112,1108.084,0.001,,,,,,,
2405,851,1018.364,999.459,1016.23,1016.836,1017.406,1025.006,1026.444,1091.785,1108.726,0.001,,,,,,,
2410,848.8,1018.629,998.539,1016.16,1016.793,1017.391,1024.973,1033.509,1083.68,1132.657,0.001,,,,,,,
2415,866.4,1017.92,999.244,1016.113,1016.824,1017.415,1024.824,1026.307,1083.722,1134.22,0.001,,,,,,,
2420,834.4,1018.998,999.348,1016.188,1016.804,1017.382,1024.634,1026.375,1091.813,1284.286,0.001,,,,,,,
2425,862.6,1017.991,999.211,1016.222,1016.818,1017.463,1024.871,1027.018,1075.889,1094.752,0.001,,,,,,,
2430,889,1018.381,998.459,1016.281,1016.934,1017.457,1019.448,1026.219,1074.658,1293.822,0.001,,,,,,,
2435,824,1018.227,997.844,1016.232,1016.819,1017.436,1024.731,1026.48,1092.324,1109.44,0.001,,,,,,,
2440,870.8,1017.987,997.715,1016.259,1016.841,1017.473,1024.876,1026.273,1083.085,1125.503,0.001,,,,,,,
2445,844.8,1018.572,999.365,1016.178,1016.757,1017.462,1025.158,1033.086,1084.329,1118.159,0.001,,,,,,,
2450,247,1216.516,999.422,1016.278,1016.815,1017.492,1024.387,1026.104,16321.829,16375.153,0.001,,,,,,,
2455,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2460,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2465,552.8,1018.449,999.393,1016.111,1016.782,1017.367,1024.75,1025.933,1107.846,1183.741,0.001,,,,,,,
2470,124.8,1417.006,999.708,1016.224,1016.852,1017.434,1022.84,1058.444,16605.372,16606.516,0.001,,,,,,,
2475,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2480,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2485,54.2,1624.994,999.39,1023.037,1024.791,1082.408,1245.324,10724.84,10785.224,10785.584,0.001,,,,,,,
2490,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2495,58.4,1592.738,999.617,1022.25,1023.954,1063.847,1124.987,11135.507,11187.979,11192.712,0.001,,,,,,,
2500,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2505,60.8,1137.997,1000.509,1022.517,1113.555,1172.68,1305.303,1624.247,1666.046,1667.282,0.001,,,,,,,
2510,257.8,1062.24,999.596,1019.901,1021.056,1030.327,1104.704,1131.347,2329.777,2337.545,0.001,,,,,,,
2515,364.8,1040.136,999.581,1018.939,1020.091,1022.536,1077.699,1112.858,1501.461,1572.579,0.001,,,,,,,
2520,341.6,1046.474,999.612,1018.39,1019.529,1022.693,1103.332,1202.372,1507.924,1531.934,0.001,,,,,,,
2525,239.6,1066.354,999.494,1018.347,1019.16,1020.145,1061.17,1094.619,4018.943,4070.234,0.001,,,,,,,
2530,5.2,12346.1,1000.75,1019.415,19375.751,19489.748,19494.33,19494.341,19494.341,19494.341,0,,,,,,,
2535,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2540,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2545,118.4,1043.862,1000.03,1018.932,1020.481,1052.456,1110.957,1168.937,1245.013,1246.146,0.001,,,,,,,
2550,361.4,1045.653,999.291,1017.858,1018.763,1020.249,1060.161,1135.586,1794.539,1960.679,0.001,,,,,,,
2555,369.8,1173.239,999.387,1017.644,1018.442,1019.556,1051.166,1108.999,1375.233,17842.71,0.001,,,,,,,
2560,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2565,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2570,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2575,279.8,1052.896,999.373,1017.529,1018.324,1019.352,1069.588,1117.772,3083.797,3253.801,0.001,,,,,,,
2580,426.6,1037.408,999.396,1017.332,1018.174,1019.654,1077.023,1117.654,1520.135,1742.489,0.001,,,,,,,
2585,499.2,1031.387,999.223,1017.431,1018.149,1019.276,1051.401,1094.074,1495.091,1563.252,0.001,,,,,,,
2590,502.6,1031.438,999.423,1017.096,1017.932,1019.211,1052.301,1093.818,1460.011,1646.527,0.001,,,,,,,
2595,523.6,1147.081,999.669,1017.104,1017.809,1018.766,1051.365,1101.483,1585.963,20411.389,0.001,,,,,,,
2600,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2605,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2610,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2615,75.2,1036.13,999.553,1017.171,1017.719,1018.382,1068.889,1193.978,1345.131,1345.285,0.001,,,,,,,
2620,387.8,1045.841,999.393,1016.96,1017.69,1019.088,1035.079,1093.94,1836.888,2900.054,0.001,,,,,,,
2625,45.6,3038.661,999.625,1016.558,1017.436,1025.581,1119.139,29673.326,29790.895,29790.941,0,,,,,,,
2630,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2635,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2640,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2645,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2650,5.4,2368.966,1001.043,1218.182,2800.356,3709.676,3710.77,3710.77,3710.84,3710.84,0,,,,,,,
2655,10.2,2068.47,1004.134,1942.388,1994.698,2101.16,2760.065,2760.069,2760.074,2760.074,0,,,,,,,
2660,18,1859.871,1002.348,1792.604,1909.196,1941.74,2043.662,2051.661,2051.967,2051.967,0.001,,,,,,,
2665,126.2,1120.89,999.872,1017.23,1018.036,1025.755,1774.475,1876.304,2027.944,2028.201,0.001,,,,,,,
2670,55.2,1838.016,1000.013,1017.313,1017.849,1018.901,1050.515,15083.189,15225.713,15225.917,0.001,,,,,,,
2675,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2680,5.6,1631.484,1000.617,1586.01,1726.767,1858.419,1859.729,1859.836,1859.933,1859.933,0.001,,,,,,,
2685,267.4,1063.045,999.41,1016.938,1017.696,1018.415,1026.334,1035.829,4480.313,4483.519,0.001,,,,,,,
2690,275.8,1229.691,999.498,1016.887,1017.604,1018.426,1026.372,1035.435,19157.046,19190.527,0.001,,,,,,,
2695,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2700,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2705,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2710,630.6,1021.345,999.575,1016.762,1017.547,1018.3,1027.218,1059.247,1106.968,1180.629,0.001,,,,,,,
2715,325,1192.388,997.173,1016.733,1017.306,1018.019,1025.759,1027.23,1084.568,18704.444,0.001,,,,,,,
2720,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2725,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2730,26,1051.398,999.621,1017.144,1018.373,1092.472,1141.597,1142.863,1167.133,1167.387,0.001,,,,,,,
2735,818.4,1019.12,999.156,1016.737,1017.418,1018.116,1026.107,1033.961,1084.962,1118.478,0.001,,,,,,,
2740,790.8,1019.835,999.479,1016.669,1017.353,1018.152,1026.31,1037.149,1084.707,1255.075,0.001,,,,,,,
2745,767.4,1020.462,997.453,1016.669,1017.34,1018.22,1026.626,1050.782,1082.275,1270.277,0.001,,,,,,,
2750,807.8,1019.616,999.263,1016.687,1017.338,1018.105,1026.078,1036.051,1092.178,1119.602,0.001,,,,,,,
2755,784.6,1019.804,999.047,1016.747,1017.434,1018.341,1026.258,1035.631,1084.48,1150.515,0.001,,,,,,,
2760,714.6,1022.05,994.838,1016.716,1017.498,1018.428,1026.786,1050.987,1102.094,1392.626,0.001,,,,,,,
2765,109,1449.106,1000.001,1016.948,1017.417,1019.884,1049.867,1134.33,15537.202,15546.151,0.001,,,,,,,
2770,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2775,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2780,654.4,1022.56,999.401,1016.628,1017.341,1018.066,1026.675,1059.048,1176.33,1363.009,0.001,,,,,,,
2785,758.2,1020.691,999.513,1016.601,1017.247,1018.078,1026.195,1036.485,1093.56,1413.039,0.001,,,,,,,
2790,829.2,1018.872,995.857,1016.267,1016.891,1017.468,1024.096,1026.343,1083.994,1320.138,0.001,,,,,,,
2795,859.8,1018.333,996.909,1016.265,1016.88,1017.527,1025.237,1026.742,1084.132,1101.475,0.001,,,,,,,
2800,380.6,1189.519,999.29,1016.196,1016.699,1017.458,1025.265,1033.344,1084.164,21506.764,0.001,,,,,,,
2805,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2810,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2815,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2820,384.8,1019.469,999.47,1016.246,1016.754,1017.447,1025.212,1033.279,1108.936,1168.675,0.001,,,,,,,
2825,835.8,1018.793,999.177,1016.23,1016.834,1017.47,1025.239,1038.102,1084.064,1092.823,0.001,,,,,,,
2830,852.8,1018.397,999.207,1016.184,1016.794,1017.389,1024.943,1026.269,1091.577,1109.173,0.001,,,,,,,
2835,863,1018.109,999.311,1016.159,1016.75,1017.354,1025.099,1027.003,1083.389,1100.401,0.001,,,,,,,
2840,849,1018.455,999.467,1016.175,1016.737,1017.382,1024.456,1026.255,1099.81,1159.714,0.001,,,,,,,
2845,273.8,1246.098,999.604,1016.14,1016.708,1017.299,1020.66,1025.783,20582.845,20640.817,0.001,,,,,,,
2850,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2855,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2860,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2865,660.2,1083.012,999.461,1016.198,1016.814,1017.516,1025.349,1028.769,1084.248,20352.415,0.001,,,,,,,
2870,1,20347.79,20342.256,20349.165,20349.173,20349.178,20349.18,20349.18,20349.18,20349.18,0,,,,,,,
2875,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2880,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2885,61.6,1034.356,999.009,1015.867,1017.103,1025.198,1126.187,1136.46,1242.21,1242.32,0.001,,,,,,,
2890,634.4,1033.449,999.011,1016.166,1016.839,1017.406,1025.29,1033.132,1092.087,4018.361,0.001,,,,,,,
2895,507,1020.366,999.293,1016.174,1016.793,1017.447,1025.354,1029.862,1141.587,1209.296,0.001,,,,,,,
2900,232.8,1274.332,999.302,1016.157,1016.743,1017.478,1025.309,1049.765,19622.615,19641.301,0.001,,,,,,,
2905,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2910,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2915,1.6,1058.574,1000.921,1066.778,1066.821,1066.853,1067.974,1067.974,1067.974,1067.974,0.001,,,,,,,
2920,767,1101.071,999.219,1016.133,1016.741,1017.365,1024.976,1034.401,1091.295,20915.042,0.001,,,,,,,
2925,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2930,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2935,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2940,117.2,1017.555,999.788,1016.103,1016.729,1017.244,1025.275,1033.942,1092.154,1092.332,0.001,,,,,,,
2945,659.6,1094.632,999.432,1016.141,1016.697,1017.409,1025.115,1049.905,1100.89,16600.177,0.001,,,,,,,
2950,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2955,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2960,13.4,1126.947,1000.242,1087.65,1142.876,1152.067,1162.555,1163.794,1229.225,1229.225,0.001,,,,,,,
2965,34.2,2052.255,999.602,1022.38,1024.334,1028.276,1066.503,11948.017,12090.495,12090.528,0,,,,,,,
2970,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2975,66.8,1809.715,999.917,1020.841,1022.31,1029.117,1121.201,1182.796,17249.362,17249.553,0.001,,,,,,,
2980,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2985,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
2990,70.6,1114.364,1000.064,1020.769,1022.392,1052.425,1105.985,1139.626,2774.267,2785.837,0.001,,,,,,,
2995,150,1088.851,999.559,1021.033,1024.712,1121.117,1210.23,1314.251,1607.475,1608.64,0.001,,,,,,,
3000,358.2,1050.013,996.807,1019.373,1020.781,1028.067,1087.272,1166.685,1612.067,1786.75,0.001,,,,,,,
3005,214.6,1064.922,999.746,1019.061,1020.503,1052.115,1113.048,1145.966,2304.802,2358.855,0.001,,,,,,,
3010,365,1044.558,999.307,1018.501,1019.509,1028.469,1081.395,1153.889,1532.418,1667.201,0.001,,,,,,,
3015,363.6,1042.18,999.284,1018.156,1019.018,1020.314,1061.321,1111.996,1684.248,2222.154,0.001,,,,,,,
3020,218.2,1216.661,999.57,1017.91,1018.784,1020.013,1061.472,1128.225,13523.695,13543.285,0.001,,,,,,,
3025,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3030,9.8,1095.013,1000.08,1060.588,1126.197,1135.056,1136.283,1136.352,1136.649,1136.649,0.001,,,,,,,
3035,151.2,1234.672,999.684,1017.743,1018.56,1019.614,1027.979,1076.283,11139.523,11149.935,0.001,,,,,,,
3040,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3045,169.8,1414.062,999.291,1017.76,1018.583,1019.531,1029.066,1052.234,21945.065,21946.267,0.001,,,,,,,
3050,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3055,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3060,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3065,175.8,1160.536,999.413,1017.656,1018.455,1020.201,1096.206,1144.09,8085.273,8094.034,0.001,,,,,,,
3070,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3075,189.6,1098.383,999.651,1017.661,1018.528,1023.021,1068.335,1100.511,5219.285,5232.398,0.001,,,,,,,
3080,208.2,1032.872,999.791,1017.45,1018.239,1019.4,1061.46,1093.943,1565.416,1575.129,0.001,,,,,,,
3085,482.8,1032.34,999.597,1017.194,1018.087,1020.255,1059.56,1101.887,1434.503,1563.165,0.001,,,,,,,
3090,515.2,1030.657,999.485,1017.103,1017.776,1018.792,1059.107,1102.463,1483.336,1565.288,0.001,,,,,,,
3095,497.2,1159.695,999.297,1016.951,1017.679,1018.418,1050.944,1077.182,1468.032,21676.145,0.001,,,,,,,
3100,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3105,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3110,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3115,6.6,1069.103,1026.872,1058.437,1070.089,1075.765,1084.88,1084.943,1093.303,1093.303,0.001,,,,,,,
3120,117.2,1135.576,999.587,1017.085,1017.826,1025.345,1684.655,2010.596,2336.971,2337.009,0.001,,,,,,,
3125,127,1384.956,999.645,1017.109,1017.815,1018.778,1027.93,1084.596,15510.208,15520.007,0.001,,,,,,,
3130,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3135,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3140,306.6,1062.584,999.478,1016.847,1017.589,1018.559,1028.022,1086.343,3412.2,3781.823,0.001,,,,,,,
3145,323.6,1049.791,999.006,1016.639,1017.256,1018.139,1026.468,1050.769,2835.698,3444.552,0.001,,,,,,,
3150,366.2,1031.586,995.178,1016.711,1017.513,1018.621,1066.489,1100.563,1252.4,1601.427,0.001,,,,,,,
3155,354,1110.142,999.796,1016.67,1017.311,1018.059,1026.238,1051.283,1150.756,11025.034,0.001,,,,,,,
3160,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3165,385,1286.61,999.521,1016.542,1017.24,1017.897,1026.203,1039.293,1117.626,33250.943,0.001,,,,,,,
3170,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3175,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3180,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3185,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3190,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3195,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3200,308.2,1032.831,998.95,1016.662,1017.369,1024.613,1092.067,1127.659,1242.856,1259.871,0.001,,,,,,,
3205,80.6,1199.375,999.532,1016.517,1017.145,1017.879,1026.612,1152.107,5518.187,5526.154,0.001,,,,,,,
3210,432.6,1078.235,999.405,1016.482,1017.106,1017.677,1025.917,1059.269,1109.477,9142.232,0.001,,,,,,,
3215,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3220,230.2,1060.005,999.397,1016.613,1017.271,1018.219,1050.489,1092.067,2552.19,2627.427,0.001,,,,,,,
3225,642.4,1079.064,999.451,1016.543,1017.175,1017.898,1026.301,1059.699,1159.319,12783.578,0.001,,,,,,,
3230,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3235,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3240,442.4,1090.573,999.384,1016.316,1017.003,1017.589,1025.354,1034.756,1141.786,23619.629,0.001,,,,,,,
3245,25,2400.48,1000.678,1016.506,1016.802,1017.386,1025.358,20220.754,20240.043,20281.494,0,,,,,,,
3250,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3255,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3260,43,1036.814,1000.703,1016.369,1017.117,1025.444,1099.885,1166.434,1166.753,1184.722,0.001,,,,,,,
3265,461,1079.279,999.503,1016.437,1017.047,1017.724,1025.423,1033.805,1083.791,9862.87,0.001,,,,,,,
3270,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3275,553.2,1019.986,999.125,1016.308,1016.934,1017.538,1025.157,1028.845,1083.431,1335.868,0.001,,,,,,,
3280,878,1017.867,999.309,1016.308,1016.904,1017.531,1020.791,1026.153,1083.334,1116.938,0.001,,,,,,,
3285,820.4,1019.116,999.34,1016.252,1016.89,1017.464,1024.192,1029.019,1124.37,1182.542,0.001,,,,,,,
3290,764.2,1020.525,999.463,1016.248,1016.827,1017.485,1025.038,1049.74,1139.408,1285.539,0.001,,,,,,,
3295,868.8,1018.026,997.759,1016.201,1016.845,1017.405,1024.842,1033.396,1082.974,1117.746,0.001,,,,,,,
3300,876,1017.856,999.039,1016.148,1016.811,1017.371,1021.134,1026.234,1083.8,1095.282,0.001,,,,,,,
3305,853.2,1018.319,999.34,1016.174,1016.803,1017.44,1025.059,1033.483,1075.736,1109.458,0.001,,,,,,,
3310,856.4,1018.38,999.448,1016.212,1016.841,1017.472,1024.981,1034.148,1091.656,1105.078,0.001,,,,,,,
3315,871.8,1017.854,999.225,1016.167,1016.719,1017.288,1024.256,1026.557,1083.38,1092.694,0.001,,,,,,,
3320,12.6,5865.163,999.565,1016.284,1017.362,20103.139,20120.063,20120.138,20121.182,20121.182,0,,,,,,,
3325,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3330,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
3335,114.4,1023.143,999.514,1016.236,1016.879,1017.798,1026.01,1109.214,1125.894,1126.471,0.001,,,,,,,
3340,868.2,1018.14,996.803,1016.166,1016.82,1017.402,1025.095,1026.606,1075.711,1099.463,0.001,,,,,,,
